Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Єсипенко,Світлана,Михайлівна,Жіноча,1972-06-24,Гірничий інженер,селище Радомишль,"набережна Бригадна, буд. 89 кв. 1, Дубно, 94266",+380 77 731-36-99,les60@example.org
Ємець,Ада,Іванівна,Жіноча,1968-02-08,Біолог,хутір Марганець ,"проспект Тролейбусна, буд. 293 кв. 569, Сміла, 81957",+380 90 776-98-95,ihorchalenko@example.com
Андрусенко,Максим,Михайлович,Чоловіча,1982-11-04,Бухгалтер,селище Хуст,"узвіз Тупиковий, буд. 945 кв. 23, Кролевець, 85969",+380 25 762 00 77,fomenkoillia@example.net
Титаренко,Емілія,Андріївна,Жіноча,1946-07-16,Мистецтвознавець,селище Бровари,"вулиця Сухолиманна, буд. 383 кв. 21, Ясинувата, 75980",016 394 72 07,riabchenkodmytro@example.net
Швайка,Оксана,Євгенівна,Жіноча,2001-01-05,Няня,місто Олешки,"проспект Чапаєва, буд. 2 кв. 7, Болехів, 48235",+380 39 504-94-09,erika07@example.org
Корбут,Давид,Дмитрович,Чоловіча,1990-04-03,Ріелтор,селище Кипуче,"сквер Лузанівський, буд. 5, Корець, 56195",098 948-59-93,bohodar84@example.com
Бабʼяк,Макар,Сергійович,Чоловіча,1998-11-20,Співак,село Вараш,"узвіз Академіка Панкратової, буд. 1 кв. 620, Красноперекопськ, 67479",019 523-62-79,arsendotsenko@example.com
Баранець,Марʼяна,Віталіївна,Жіноча,1979-01-19,М'ясник,місто Хмельницький,"провулок Хаджибейський 2-й, буд. 35, Зеленодольськ, 05114",+380 22 376-09-54,dmykytiuk@example.org
Масоха,Демʼян,Віталійович,Чоловіча,1994-03-15,Графік,село Косів,"набережна Лінія 25-та, буд. 09, Нова Одеса, 52887",503 27 63,emiliia91@example.net
Байрак,Трохим,Богданович,Чоловіча,1967-07-31,Фармацевт,село Путивль,"шосе Ванцетті, буд. 8, Жовква, 54221",+380 99 585-42-10,veniiamyntokar@example.org
Алексійчук,Опанас,Юрійович,Чоловіча,1983-03-27,Промисловець,село Покровськ,"провулок Кутова, буд. 63 кв. 49, Феодосія, 03876",+380 (37) 001-53-50,skyrdavira@example.com
Андрейко,Олександр,Євгенович,Чоловіча,1971-07-23,Реабілітолог,місто Стрий,"парк Деревообробний 3-й, буд. 525 кв. 6, Волочиськ, 78754",614 55 31,turkaloleontii@example.net
Конопленко,Емілія,Андріївна,Жіноча,1945-01-13,Вчитель,селище Верхівцеве,"проспект Планетна, буд. 8 кв. 34, Конотоп, 67178",+380 73 943-37-76,mykytiukvolodymyra@example.net
Зінченко,Ярослава,Олегівна,Жіноча,1994-04-03,Гірник,місто Дубровиця,"провулок Псковський, буд. 9 кв. 0, Біла Церква, 07936",+380 41 945 69 05,hannapiddubna@example.net
Кальченко,Іван,Олександрович,Чоловіча,1980-07-25,Ді-джей,місто Овруч,"шосе Сімферопольська, буд. 18 кв. 34, Конотоп, 63676",220 57 41,semen02@example.net
Тимченко,Лариса,Борисівна,Жіноча,1944-03-19,Гірник,село Зеленодольськ,"шосе Васнецова, буд. 6, Березань , 22237",859-36-77,prokhirtovstukha@example.net
Сиротенко,Симон,Юрійович,Чоловіча,1954-08-19,Намотувальник,хутір Рахів,"парк Сталепрокатна, буд. 081 кв. 42, Білогірськ, 66903",072 300 00 07,amvrosii27@example.net
Шиян,Мирослав,Валентинович,Чоловіча,1966-06-10,Епідеміолог,хутір Хирів,"площа Крушельницької, буд. 887, Куп'янськ, 33492",+380 27 310-47-19,bevzmykhailo@example.com
Артюх,Юхим,Васильович,Чоловіча,1999-01-09,Головний меркшейдер,село Ківерці,"вулиця Байкальська, буд. 02 кв. 097, Гребінка, 54144",052 612 99 50,atverdokhlib@example.org
Жарко,Опанас,Васильович,Чоловіча,1942-06-01,Інженер,місто Корсунь-Шевченківський,"провулок Мацієвської узвіз, буд. 9, Сторожинець, 69138",+380 75 359 64 64,kamillahutsuliak@example.com
Проценко,Орина,Василівна,Жіноча,1947-09-17,Журналіст,місто Ізюм,"проспект Учительський, буд. 920 кв. 33, Корець, 02677",047 364-47-70,nataliiadevdiuk@example.net
Малик,Давид,Васильович,Чоловіча,1991-12-23,Кінорежисер,хутір Одеса,"парк Грецька, буд. 023, Чорноморськ, 25538",+380 05 764 91 59,irynaderiazhna@example.com
Іщенко,Демид,Валентинович,Чоловіча,1997-01-21,Шериф,місто Нова Каховка,"сквер Обільний 1-й, буд. 7, Сокиряни, 61972",900-92-04,yiermolenko@example.net
Ємець,Костянтин,Юрійович,Чоловіча,1977-07-22,Клавішник,село Красногорівка,"шосе Ольгіївський узвіз, буд. 344, Краматорськ, 16737",+380 31 572-02-78,svashchenko@example.com
Байда,Едита,Олегівна,Жіноча,1998-06-14,Адвокат,хутір Первомайський ,"узвіз Макова, буд. 3, Почаїв, 55628",098 800 85 08,valerii98@example.net
Бабійчук,Владислав,Дмитрович,Чоловіча,2001-05-22,Астроном,село Новоукраїнка,"сквер Леваневського тупик, буд. 30, Апостолове, 98075",087 937-39-44,aarkhypenko@example.net
Воблий,Прохір,Сергійович,Чоловіча,1990-02-02,Візажист,село Чортків,"вулиця Амбулаторний 1-й, буд. 37, Красноград, 12113",366 72 34,ada71@example.org
Франчук,Валерій,Валентинович,Чоловіча,1969-08-10,Мікробіолог,хутір Привілля,"вулиця Сибірська, буд. 17 кв. 56, Чорноморськ, 17178",+380 18 328-25-16,pkarpa@example.com
Ейбоженко,Прохір,Михайлович,Чоловіча,1968-12-15,Хімік,село Голубівка,"проспект Сімферопольська, буд. 24 кв. 753, Мукачево, 68619",+380 97 539-17-31,babakspas@example.org
Лупій,Еріка,Андріївна,Жіноча,1955-08-18,Правник,село Самбір,"площа Офіцерський 2-й, буд. 45 кв. 0, Гребінка, 82547",062 033-58-57,dmytro77@example.com
Гречаник,Гліб,Миколайович,Чоловіча,1965-03-26,Музикант,селище Золотоноша,"парк 11-та Суворовська, буд. 3, П'ятихатки, 90182",+380 67 752 21 84,ahaidai@example.org
Червоненко,Лілія,Юріївна,Жіноча,1978-10-03,Громадський діяч,місто Лисичанськ,"шосе Удільний, буд. 1 кв. 103, Іловайськ, 71360",089-98-09,ivdovenko@example.org
Дейнеко,Варвара,Іванівна,Жіноча,1962-02-12,Геолог,селище Прип'ять ,"парк Українська, буд. 3 кв. 46, Монастириська, 05950",022 403-41-31,gvanchenko@example.com
Височан,Павло,Васильович,Чоловіча,1948-12-30,Кур'єр,хутір Брянка,"узвіз Лінія 48-ма, буд. 413 кв. 29, Чугуїв, 39504",386-59-03,tmatiash@example.com
Семенченко,Софія,Валентинівна,Жіноча,1997-10-18,Гірничий інженер,хутір Старий Крим,"провулок Кедровий, буд. 27, Дебальцеве, 90075",+380 46 051-71-88,gderevianko@example.com
Панчук,Ліза,Євгенівна,Жіноча,1995-08-24,Астрофізик,селище Жовква,"провулок Металістів, буд. 9 кв. 32, Білогірськ, 48817",+380 13 830-72-18,oleh53@example.org
Михайлюк,Назар,Петрович,Чоловіча,2006-10-21,Живописець,селище Болград,"шосе Молоді, буд. 7, Зборів, 89584",900-08-43,vasylevychdanylo@example.com
Ґалаґан,Ада,Дмитрівна,Жіноча,1971-01-25,Вчитель,хутір Виноградів,"проспект Краснова, буд. 67 кв. 257, Бахмач, 89308",923 25 12,khomafomenko@example.net
Верховинець,Сніжана,Сергіївна,Жіноча,1953-03-22,Редактор,село Татарбунари,"парк Сергія Уточкіна, буд. 94, Зборів, 63984",989 10 59,oarkhymovych@example.net
